order,site_no,site,class,class_a,result,distance_class,size_class,color,note
3차,JH01,JH,기타인공물,나무,나무젓가락,2,2,,
3차,JH01,JH,포장재,비닐or과자봉지,비닐조각,1,1,,
3차,JH02,JH,어구,EPS조각,EPS조각,3,2,,
3차,JH02,JH,어구,EPS조각,EPS조각,1,1,,
3차,JH02,JH,어구,EPS조각,EPS조각,4,2,,
3차,JH02,JH,어구,EPS조각,EPS조각,4,2,,
3차,JH02,JH,포장재,플라스틱 음료수병,음료수병,2,3,,
3차,JH02,JH,어구,밧줄or끈,로프,1,3,녹색,
3차,JH03,JH,어구,밧줄or끈,로프,1,2,,
3차,JH03,JH,어구,EPS조각,EPS조각,1,1,,
3차,JH03,JH,기타플라스틱,플라스틱 용기,플라스틱용기,2,2,,
3차,JH03,JH,어구,EPS조각,EPS조각,4,1,,
3차,JH03,JH,어구,EPS조각,EPS조각,1,1,,
3차,JH03,JH,어구,EPS조각,EPS조각,2,2,,
3차,JH03,JH,어구,EPS조각,EPS조각,5,2,,
3차,JH03,JH,어구,EPS조각,EPS조각,5,3,,
3차,JH03,JH,어구,EPS조각,EPS조각,1,1,,
3차,JH03,JH,어구,EPS조각,EPS조각,1,1,,
3차,JH03,JH,어구,EPS조각,EPS조각,3,2,,
3차,JH03,JH,어구,EPS조각,EPS조각,2,2,,
3차,JH03,JH,어구,밧줄or끈,로프,2,1,,
3차,JH03,JH,어구,밧줄or끈,로프,1,3,,
3차,JH03,JH,포장재,플라스틱 음료수병,PET병,5,3,,
3차,JH04,JH,어구,EPS조각,EPS조각,1,2,,
3차,JH04,JH,어구,EPS조각,EPS조각,5,3,,
3차,JH04,JH,기타인공물,종이,종이컵,1,2,,
3차,JH04,JH,어구,EPS조각,EPS조각,3,1,,
3차,JH04,JH,포장재,비닐or과자봉지,비닐조각,1,2,,
3차,JH04,JH,어구,EPS조각,EPS조각,1,1,,
3차,JH04,JH,어구,EPS조각,EPS조각,1,2,,
3차,JH04,JH,어구,밧줄or끈,로프,1,2,,
3차,JH04,JH,어구,밧줄or끈,밧줄,1,1,,
3차,JH04,JH,어구,EPS조각,EPS조각,5,2,,
3차,JH04,JH,포장재,비닐or과자봉지,비닐,1,2,,
3차,JH04,JH,포장재,플라스틱 음료수병,음료수병,3,2,,
3차,JH04,JH,어구,EPS조각,EPS조각,1,1,,
3차,JH05,JH,어구,밧줄or끈,로프,1,2,,
3차,JH05,JH,어구,EPS조각,EPS조각,4,2,,
3차,JH05,JH,어구,EPS조각,EPS조각,5,2,,
3차,JH05,JH,어구,EPS조각,EPS조각,1,1,,
3차,JH05,JH,어구,EPS조각,EPS조각,3,1,,
3차,JH05,JH,어구,EPS조각,EPS조각,6,2,,
3차,JH05,JH,어구,EPS조각,EPS조각,5,2,,
3차,JH05,JH,어구,EPS조각,EPS조각,2,1,,
3차,JH05,JH,어구,EPS조각,EPS조각,4,1,,
3차,JH05,JH,어구,EPS조각,EPS조각,4,2,,
3차,JH05,JH,어구,EPS조각,EPS조각,2,1,,
3차,JH05,JH,어구,EPS조각,EPS조각,5,1,,
3차,JH05,JH,어구,EPS조각,EPS조각,3,1,,
3차,JH05,JH,어구,EPS조각,EPS조각,4,1,,
3차,JH05,JH,어구,EPS조각,EPS조각,3,1,,
3차,JH05,JH,어구,EPS조각,EPS조각,3,1,,
3차,JH05,JH,어구,EPS조각,EPS조각,2,1,,
3차,JH05,JH,어구,EPS조각,EPS조각,1,1,,
3차,JH05,JH,어구,EPS조각,EPS조각,1,1,,
3차,JH05,JH,어구,EPS조각,EPS조각,1,1,,
3차,JH05,JH,포장재,플라스틱 음료수병,PET병,1,3,,
3차,JH06,JH,어구,EPS조각,EPS조각,1,1,,
3차,JH06,JH,어구,EPS조각,EPS조각,2,1,,
3차,JH06,JH,어구,EPS조각,EPS조각,1,2,,
3차,JH06,JH,어구,EPS조각,EPS조각,1,1,,
3차,JH06,JH,어구,EPS조각,EPS조각,5,2,,
3차,JH06,JH,어구,EPS조각,EPS조각,3,1,,
3차,JH06,JH,어구,EPS조각,EPS조각,1,1,,
3차,JH06,JH,어구,EPS조각,EPS조각,5,2,,
3차,JH06,JH,어구,EPS조각,EPS조각,1,1,,
3차,JH06,JH,어구,EPS조각,EPS조각,3,1,,
3차,JH06,JH,어구,EPS조각,EPS조각,5,2,,
3차,JH06,JH,어구,EPS조각,EPS조각,6,2,,
3차,JH07,JH,어구,밧줄or끈,로프,1,2,,
3차,JH07,JH,어구,밧줄or끈,로프,1,2,,
3차,JH07,JH,어구,EPS조각,EPS조각,6,2,,
3차,JH07,JH,어구,EPS조각,EPS조각,6,2,,
3차,JH07,JH,포장재,비닐or과자봉지,비닐,1,2,흰색,
3차,JH07,JH,포장재,비닐or과자봉지,비닐,2,2,흰색,
3차,JH07,JH,포장재,비닐or과자봉지,비닐,2,2,흰색,
3차,JH07,JH,어구,EPS조각,EPS조각,6,2,,
3차,JH07,JH,어구,EPS조각,EPS조각,7,2,,
3차,JH07,JH,어구,EPS조각,EPS조각,7,2,,
3차,JH07,JH,어구,밧줄or끈,로프,2,1,,
3차,JH07,JH,어구,EPS조각,EPS조각,4,2,,
3차,JH08,JH,기타플라스틱,플라스틱 조각or기타,플라스틱조각,3,1,빨강,
3차,JH08,JH,포장재,비닐or과자봉지,비닐조각,2,2,,
3차,JH08,JH,어구,밧줄or끈,로프,1,2,,
3차,JH08,JH,어구,EPS조각,EPS조각,5,2,,
3차,JH08,JH,포장재,비닐or과자봉지,비닐조각,2,2,,
3차,JH08,JH,어구,EPS조각,EPS조각,1,1,,
3차,JH08,JH,어구,EPS조각,EPS조각,5,2,,
3차,JH08,JH,어구,EPS조각,EPS조각,2,1,,
3차,JH08,JH,포장재,비닐or과자봉지,비닐조각,2,2,흰색,
3차,JH09,JH,어구,EPS조각,EPS조각,5,2,,
3차,JH09,JH,어구,EPS조각,EPS조각,1,1,,
3차,JH09,JH,어구,EPS조각,EPS조각,1,1,,
3차,JH09,JH,어구,EPS조각,EPS조각,1,1,,
3차,JH09,JH,어구,밧줄or끈,로프,2,5,,
3차,JH09,JH,어구,밧줄or끈,로프,1,2,,
3차,JH10,JH,어구,EPS조각,EPS조각,1,1,,
3차,JH10,JH,어구,EPS조각,EPS조각,2,1,,
3차,JH10,JH,어구,EPS조각,EPS조각,1,2,,
3차,JH10,JH,어구,EPS조각,EPS조각,1,1,,
3차,JH10,JH,어구,EPS조각,EPS조각,4,2,,
3차,JH10,JH,어구,EPS조각,EPS조각,5,2,,
3차,JH10,JH,어구,EPS조각,EPS조각,1,2,,
3차,JH10,JH,어구,EPS조각,EPS조각,4,2,,
3차,JH10,JH,포장재,비닐or과자봉지,비닐,5,5,노랑,
3차,JH11,JH,어구,밧줄or끈,로프,1,5,,
3차,JH11,JH,어구,EPS조각,EPS조각,1,1,,
3차,JH11,JH,어구,EPS조각,EPS조각,1,1,,
3차,JH11,JH,어구,EPS조각,EPS조각,1,1,,
3차,JH11,JH,어구,EPS조각,EPS조각,2,2,,
3차,JH11,JH,어구,EPS조각,EPS조각,6,3,,
3차,JH11,JH,어구,EPS조각,EPS조각,5,2,,
3차,JH11,JH,어구,EPS조각,EPS조각,1,2,,
3차,JH11,JH,어구,EPS조각,EPS조각,5,3,,
3차,JH11,JH,어구,EPS조각,EPS조각,1,1,,
3차,JH11,JH,어구,EPS조각,EPS조각,3,1,,
3차,JH11,JH,어구,EPS조각,EPS조각,5,2,,
3차,JH11,JH,어구,EPS조각,EPS조각,1,1,,
3차,JH11,JH,어구,밧줄or끈,로프,2,2,흰색,
3차,JH11,JH,어구,밧줄or끈,로프,1,1,,
3차,JH11,JH,자연물,자연물,자연물,1,3,지충이,
3차,JH11,JH,어구,밧줄or끈,로프,1,1,,
3차,JH11,JH,어구,밧줄or끈,로프,1,2,,
3차,JH11,JH,기타인공물,캔,캔,2,2,,레쓰비
3차,JH11,JH,포장재,비닐or과자봉지,비닐봉지,1,2,,홍삼
3차,JH12,JH,어구,EPS조각,EPS조각,5,2,,
3차,JH12,JH,기타인공물,기타,마스크,1,2,,
3차,JH12,JH,어구,EPS조각,EPS조각,5,2,,
3차,JH12,JH,어구,EPS조각,EPS조각,6,2,,
3차,JH12,JH,어구,EPS조각,EPS조각,2,1,,
3차,JH12,JH,어구,낚시찌,낚시찌,4,2,,낚시찌
3차,JH12,JH,어구,밧줄or끈,로프,4,5,,
3차,JH12,JH,어구,밧줄or끈,로프,1,2,,
3차,JH12,JH,어구,밧줄or끈,로프,1,3,,
3차,JH12,JH,어구,EPS조각,EPS조각,1,1,,
3차,JH12,JH,어구,EPS조각,EPS조각,5,2,,
3차,JH12,JH,포장재,비닐or과자봉지,비닐,2,3,,
3차,JH12,JH,어구,EPS조각,EPS조각,3,1,,
3차,JH12,JH,포장재,비닐or과자봉지,비닐조각,4,2,,
3차,JH12,JH,포장재,비닐or과자봉지,비닐조각,4,2,,
3차,JH12,JH,어구,EPS조각,EPS조각,1,1,,
3차,JH12,JH,어구,EPS조각,Eps조각,4,2,,
3차,JH12,JH,어구,EPS조각,EPS조각,2,1,,
3차,JH12,JH,기타인공물,기타,담배꽁초,1,1,,
3차,JH12,JH,어구,EPS조각,EPS조각,3,2,,
3차,JH12,JH,어구,EPS조각,EPS조각,2,1,,
3차,JH13,JH,어구,EPS조각,EPS조각,5,2,,
3차,JH13,JH,어구,EPS조각,EPS조각,4,2,,
3차,JH13,JH,어구,EPS조각,EPS조각,1,1,,
3차,JH13,JH,어구,EPS조각,EPS조각,5,2,,
3차,JH13,JH,어구,EPS조각,EPS조각,4,2,,
3차,JH13,JH,어구,EPS조각,EPS조각,5,2,,
3차,JH13,JH,어구,EPS조각,EPS조각,1,2,,
3차,JH13,JH,어구,EPS조각,EPS조각,3,1,,
3차,JH13,JH,포장재,플라스틱 음료수병,음료수병,4,2,,
3차,JH13,JH,포장재,플라스틱 음료수병,병뚜껑,1,1,,
3차,JH14,JH,포장재,플라스틱 음료수병,라벨지,1,2,파란,
3차,JH14,JH,어구,낚시찌,낚시찌,1,1,,
3차,JH14,JH,기타플라스틱,플라스틱 용기,플라스틱용기,4,4,,
3차,JH14,JH,포장재,비닐or과자봉지,비닐,1,2,,OO즙 봉투
3차,JH14,JH,어구,EPS조각,EPS조각,2,2,,
3차,JH14,JH,어구,EPS조각,EPS조각,5,2,,
3차,JH14,JH,기타인공물,캔,캔,1,3,,"스프레이, 철통"
3차,JH15,JH,어구,EPS조각,EPS조각,2,1,,
3차,JH15,JH,어구,EPS조각,EPS조각,3,2,,
3차,JH15,JH,어구,EPS조각,EPS조각,1,1,,
3차,JH15,JH,어구,EPS조각,EPS조각,1,1,,
3차,JH15,JH,어구,EPS조각,EPS조각,5,3,,
3차,JH15,JH,어구,밧줄or끈,로프,1,3,,
3차,JH15,JH,기타인공물,종이,우유팩,1,2,,
3차,JH15,JH,포장재,비닐or과자봉지,비닐,2,2,,나무젓가락봉지
3차,SY01,SY,포장재,비닐or과자봉지,비닐,1,4,검정,
3차,SY01,SY,포장재,비닐or과자봉지,비닐조각,1,1,투명,
3차,SY01,SY,포장재,비닐or과자봉지,비닐조각,1,1,투명,
3차,SY01,SY,포장재,비닐or과자봉지,비닐조각,1,1,투명,
3차,SY01,SY,포장재,비닐or과자봉지,비닐조각,1,1,투명,
3차,SY01,SY,포장재,비닐or과자봉지,비닐조각,1,1,투명,
3차,SY01,SY,포장재,비닐or과자봉지,사탕봉지,2,1,,
3차,SY01,SY,포장재,비닐or과자봉지,비닐,1,2,투명,
3차,SY01,SY,포장재,비닐or과자봉지,비닐,4,5,파랑,
3차,SY01,SY,기타플라스틱,플라스틱 조각or기타,플라스틱조각,1,2,하양,
3차,SY01,SY,기타플라스틱,플라스틱 조각or기타,플라스틱조각,3,1,하양,
3차,SY01,SY,기타인공물,기타,담배꽁초,2,1,,
3차,SY01,SY,포장재,비닐or과자봉지,비닐조각,1,1,하양,
3차,SY01,SY,포장재,비닐or과자봉지,비닐조각,1,2,하양,
3차,SY01,SY,포장재,포장용품,노끈,1,2,,
3차,SY01,SY,포장재,비닐or과자봉지,비닐조각,1,1,투명,
3차,SY02,SY,기타인공물,고무,고무줄,1,1,노랑,
3차,SY02,SY,포장재,비닐or과자봉지,비닐,1,4,투명,
3차,SY02,SY,포장재,비닐or과자봉지,비닐조각,1,1,하양,
3차,SY02,SY,포장재,비닐or과자봉지,비닐,1,4,검정,
3차,SY02,SY,포장재,비닐or과자봉지,비닐조각,1,1,투명,
3차,SY02,SY,포장재,비닐or과자봉지,비닐조각,2,1,투명,
3차,SY02,SY,포장재,비닐or과자봉지,비닐조각,2,2,투명,
3차,SY02,SY,포장재,포장용품,노끈,1,1,,
3차,SY02,SY,포장재,비닐or과자봉지,비닐,2,2,,
3차,SY02,SY,포장재,플라스틱 음료수병,라벨지,2,2,파랑,
3차,SY02,SY,포장재,비닐or과자봉지,비닐조각,2,1,투명,
3차,SY02,SY,포장재,비닐or과자봉지,비닐조각,2,1,투명,
3차,SY02,SY,포장재,비닐or과자봉지,비닐조각,2,1,투명,
3차,SY02,SY,포장재,포장용품,노끈,2,1,하양,
3차,SY02,SY,포장재,비닐or과자봉지,비닐조각,1,1,투명,
3차,SY02,SY,포장재,비닐or과자봉지,비닐조각,1,1,투명,
3차,SY02,SY,포장재,비닐or과자봉지,비닐조각,1,1,투명,
3차,SY02,SY,기타인공물,캔,캔,4,3,,
3차,SY02,SY,기타인공물,기타,담배꽁초,1,1,,
3차,SY03,SY,기타플라스틱,플라스틱 용기,플라스틱용기,4,1,하양,뚜껑
3차,SY03,SY,포장재,비닐or과자봉지,비닐조각,1,1,하양,
3차,SY03,SY,어구,밧줄or끈,로프,2,1,,
3차,SY03,SY,포장재,비닐or과자봉지,비닐,4,2,하양,약봉지
3차,SY03,SY,포장재,비닐or과자봉지,비닐조각,2,1,하양,
3차,SY03,SY,포장재,비닐or과자봉지,비닐조각,1,1,투명,
3차,SY03,SY,포장재,포장용품,노끈,1,1,,
3차,SY03,SY,포장재,비닐or과자봉지,비닐조각,2,2,,
3차,SY03,SY,포장재,비닐or과자봉지,비닐조각,1,1,,
3차,SY03,SY,포장재,비닐or과자봉지,비닐조각,2,1,,
3차,SY03,SY,포장재,비닐or과자봉지,비닐조각,1,1,,
3차,SY03,SY,포장재,비닐or과자봉지,비닐조각,1,1,,
3차,SY03,SY,포장재,비닐or과자봉지,비닐조각,1,1,,
3차,SY03,SY,포장재,비닐or과자봉지,비닐조각,1,4,,
3차,SY03,SY,포장재,비닐or과자봉지,비닐조각,1,1,,
3차,SY03,SY,포장재,비닐or과자봉지,과자봉지,1,3,,맛동산
3차,SY03,SY,포장재,비닐or과자봉지,비닐조각,1,1,,
3차,SY03,SY,포장재,비닐or과자봉지,비닐조각,1,2,,
3차,SY03,SY,포장재,비닐or과자봉지,비닐조각,1,1,,
3차,SY03,SY,포장재,비닐or과자봉지,비닐조각,1,1,,
3차,SY03,SY,포장재,비닐or과자봉지,비닐조각,1,1,,
3차,SY03,SY,포장재,비닐or과자봉지,비닐조각,1,1,투명,
3차,SY03,SY,포장재,비닐or과자봉지,비닐조각,1,1,투명,
3차,SY03,SY,기타플라스틱,플라스틱 조각or기타,빨대,1,2,검정,
3차,SY03,SY,기타플라스틱,플라스틱 조각or기타,빨대,1,2,하양,
3차,SY03,SY,포장재,비닐or과자봉지,비닐조각,1,1,,
3차,SY03,SY,포장재,비닐or과자봉지,비닐조각,1,2,,
3차,SY03,SY,포장재,비닐or과자봉지,비닐,1,3,,테이프
3차,SY03,SY,포장재,비닐or과자봉지,비닐조각,1,1,하양,
3차,SY03,SY,포장재,비닐or과자봉지,비닐조각,1,3,투명,
3차,SY04,SY,포장재,비닐or과자봉지,비닐조각,1,1,하양,
3차,SY04,SY,포장재,비닐or과자봉지,비닐조각,1,1,투명,
3차,SY04,SY,포장재,비닐or과자봉지,비닐조각,1,2,,
3차,SY04,SY,포장재,비닐or과자봉지,비닐조각,1,2,,
3차,SY04,SY,포장재,비닐or과자봉지,비닐조각,1,1,,
3차,SY04,SY,포장재,비닐or과자봉지,비닐조각,1,1,,
3차,SY04,SY,포장재,비닐or과자봉지,비닐조각,1,1,,
3차,SY04,SY,포장재,비닐or과자봉지,비닐조각,2,2,,
3차,SY04,SY,포장재,비닐or과자봉지,비닐조각,2,1,,
3차,SY04,SY,포장재,비닐or과자봉지,비닐조각,1,1,투명,
3차,SY04,SY,포장재,비닐or과자봉지,비닐조각,1,1,초록,
3차,SY04,SY,포장재,비닐or과자봉지,비닐조각,1,1,하양,
3차,SY04,SY,기타플라스틱,플라스틱 조각or기타,플라스틱조각,1,2,,
3차,SY04,SY,포장재,플라스틱 음료수병,병뚜껑,1,1,,
3차,SY04,SY,포장재,플라스틱 음료수병,PET병,3,2,,
3차,SY04,SY,포장재,플라스틱 음료수병,PET병,5,4,,
3차,SY05,SY,기타플라스틱,플라스틱 조각or기타,플라스틱조각,1,1,검정,
3차,SY05,SY,포장재,비닐or과자봉지,비닐,1,2,,
3차,SY05,SY,포장재,비닐or과자봉지,비닐조각,1,1,,
3차,SY05,SY,포장재,비닐or과자봉지,비닐조각,1,1,투명,
3차,SY05,SY,포장재,비닐or과자봉지,비닐조각,1,1,,
3차,SY05,SY,포장재,비닐or과자봉지,비닐조각,1,1,,
3차,SY05,SY,포장재,비닐or과자봉지,비닐조각,1,2,,
3차,SY05,SY,포장재,비닐or과자봉지,비닐조각,1,1,,
3차,SY05,SY,포장재,비닐or과자봉지,비닐조각,1,2,,
3차,SY05,SY,포장재,비닐or과자봉지,비닐조각,2,1,,
3차,SY05,SY,포장재,비닐or과자봉지,비닐조각,1,1,,
3차,SY05,SY,포장재,비닐or과자봉지,과자봉지,3,2,,
3차,SY05,SY,포장재,비닐or과자봉지,비닐조각,1,1,투명,
3차,SY06,SY,기타인공물,기타,담배꽁초,1,1,,
3차,SY06,SY,포장재,비닐or과자봉지,비닐조각,2,1,,
3차,SY06,SY,기타플라스틱,플라스틱 조각or기타,플라스틱조각,2,1,,
3차,SY06,SY,포장재,비닐or과자봉지,비닐조각,1,3,,
3차,SY06,SY,포장재,비닐or과자봉지,비닐조각,1,1,,
3차,SY06,SY,포장재,비닐or과자봉지,비닐조각,2,1,,
3차,SY06,SY,기타인공물,종이,종이컵,1,2,,
3차,SY06,SY,기타인공물,종이,종이컵,2,2,,
3차,SY06,SY,포장재,비닐or과자봉지,비닐,2,3,,
3차,SY06,SY,어구,밧줄or끈,로프,3,2,,
3차,SY06,SY,포장재,비닐or과자봉지,비닐,2,1,,
3차,SY06,SY,포장재,비닐or과자봉지,비닐,3,2,,
3차,SY06,SY,포장재,비닐or과자봉지,비닐,2,1,,
3차,SY06,SY,기타플라스틱,플라스틱 조각or기타,플라스틱조각,3,3,,
3차,SY06,SY,포장재,비닐or과자봉지,비닐,2,1,,콘돔
3차,SY06,SY,기타플라스틱,플라스틱 조각or기타,플라스틱조각,1,1,,
3차,SY06,SY,포장재,비닐or과자봉지,비닐,2,2,,
3차,SY06,SY,포장재,포장용품,노끈,2,2,,
3차,SY06,SY,기타플라스틱,플라스틱 조각or기타,플라스틱조각,2,1,,
3차,SY06,SY,포장재,비닐or과자봉지,비닐,2,1,,
3차,SY06,SY,포장재,비닐or과자봉지,비닐,1,1,,
3차,SY06,SY,기타플라스틱,플라스틱 조각or기타,플라스틱조각,1,1,,빨래집게
3차,SY07,SY,포장재,비닐or과자봉지,비닐조각,1,1,,
3차,SY07,SY,포장재,비닐or과자봉지,비닐조각,2,1,,
3차,SY07,SY,포장재,비닐or과자봉지,비닐조각,1,1,,
3차,SY07,SY,포장재,비닐or과자봉지,비닐조각,2,1,,
3차,SY07,SY,포장재,비닐or과자봉지,비닐조각,1,3,,
3차,SY07,SY,포장재,비닐or과자봉지,비닐봉지,5,3,검정,
3차,SY07,SY,포장재,비닐or과자봉지,비닐,2,3,투명,
3차,SY07,SY,기타플라스틱,플라스틱 조각or기타,플라스틱조각,1,1,,
3차,SY07,SY,포장재,비닐or과자봉지,과자봉지,1,3,,붕어싸만코
3차,SY07,SY,기타플라스틱,플라스틱 조각or기타,플라스틱조각,4,2,,
3차,SY07,SY,포장재,플라스틱 음료수병,PET병,3,3,,진로소주
3차,SY07,SY,기타플라스틱,플라스틱 조각or기타,플라스틱조각,4,2,하양,
3차,SY08,SY,어구,EPS조각,EPS조각,1,1,,
3차,SY08,SY,기타플라스틱,플라스틱 용기,플라스틱용기,1,1,,스티로폼포장재
3차,SY08,SY,포장재,비닐or과자봉지,비닐조각,1,1,,
3차,SY08,SY,포장재,비닐or과자봉지,비닐조각,2,2,,
3차,SY08,SY,포장재,비닐or과자봉지,비닐조각,2,1,,
3차,SY08,SY,어구,EPS조각,EPS조각,5,2,,
3차,SY08,SY,어구,EPS조각,EPS조각,5,2,,
3차,SY08,SY,포장재,플라스틱 음료수병,병뚜껑,1,1,,
3차,SY08,SY,어구,EPS조각,EPS조각,2,1,,
3차,SY08,SY,기타인공물,기타,담배꽁초,1,1,,
3차,SY08,SY,어구,EPS조각,EPS조각,1,1,,
3차,SY08,SY,포장재,비닐or과자봉지,비닐,1,3,,
3차,SY08,SY,포장재,비닐or과자봉지,비닐,1,1,,
3차,SY08,SY,포장재,포장용품,노끈,1,2,,
3차,SY08,SY,포장재,비닐or과자봉지,비닐,2,3,검정,
3차,SY08,SY,포장재,비닐or과자봉지,비닐조각,1,1,,
3차,SY08,SY,포장재,비닐or과자봉지,비닐조각,3,2,,
3차,SY08,SY,포장재,플라스틱 음료수병,병뚜껑,3,1,,
3차,SY08,SY,기타플라스틱,플라스틱 조각or기타,플라스틱조각,3,3,,
3차,SY08,SY,포장재,비닐or과자봉지,비닐조각,4,2,,
3차,SY08,SY,포장재,비닐or과자봉지,비닐조각,2,2,,
3차,SY08,SY,기타플라스틱,플라스틱 조각or기타,플라스틱조각,1,1,,
3차,SY08,SY,포장재,포장용품,노끈,1,1,,
3차,SY09,SY,기타플라스틱,플라스틱 조각or기타,플라스틱조각,1,2,,
3차,SY09,SY,포장재,포장용품,노끈,2,2,,
3차,SY09,SY,포장재,플라스틱 음료수병,라벨지,1,2,,
3차,SY09,SY,포장재,비닐or과자봉지,비닐,2,2,,
3차,SY09,SY,포장재,비닐or과자봉지,비닐,2,2,,
3차,SY09,SY,기타플라스틱,플라스틱 조각or기타,플라스틱조각,4,2,,낚시용
3차,SY09,SY,기타인공물,종이,종이,2,2,,
3차,SY09,SY,기타플라스틱,플라스틱 조각or기타,플라스틱조각,2,2,,
3차,SY09,SY,기타플라스틱,플라스틱 조각or기타,플라스틱조각,2,2,,
3차,SY09,SY,기타인공물,기타,담배꽁초,1,1,,
3차,SY09,SY,어구,EPS조각,EPS조각,3,2,,
3차,SY09,SY,기타인공물,유리,유리병,4,2,,
3차,SY09,SY,기타인공물,기타,담배꽁초,2,1,,
3차,SY09,SY,기타인공물,캔,캔,3,2,,
3차,SY09,SY,기타플라스틱,플라스틱 용기,플라스틱병,3,2,,
3차,SY09,SY,포장재,비닐or과자봉지,비닐,6,5,하양,
3차,SY09,SY,기타인공물,나무,각목,3,2,,
3차,SY09,SY,포장재,비닐or과자봉지,비닐,1,2,,
3차,SY10,SY,포장재,플라스틱 음료수병,라벨지,1,2,,
3차,SY10,SY,기타인공물,종이,담배갑,1,2,,
3차,SY10,SY,포장재,포장용품,노끈,1,2,노랑,
3차,SY10,SY,포장재,비닐or과자봉지,비닐,1,1,,
3차,SY10,SY,기타인공물,나무,나무젓가락,1,2,,
3차,SY10,SY,포장재,비닐or과자봉지,비닐,2,2,,
3차,SY10,SY,어구,EPS조각,EPS조각,1,1,,
3차,SY10,SY,기타인공물,나무,나무젓가락,2,2,,
3차,SY10,SY,기타인공물,나무,나무젓가락,2,2,,
3차,SY10,SY,기타인공물,기타,담배꽁초,1,1,,
3차,SY10,SY,기타인공물,기타,담배꽁초,1,1,,
3차,SY10,SY,어구,EPS조각,EPS조각,1,1,,
3차,SY10,SY,기타플라스틱,플라스틱 조각or기타,플라스틱조각,3,2,,
3차,SY10,SY,포장재,비닐or과자봉지,비닐,1,2,,
3차,SY10,SY,기타플라스틱,플라스틱 조각or기타,기타플라스틱,1,3,,에바폼
3차,SY10,SY,기타플라스틱,플라스틱 조각or기타,플라스틱조각,5,3,,
3차,SY10,SY,포장재,비닐or과자봉지,비닐,1,3,,물티슈갑(플라스틱+비닐)
3차,SY10,SY,포장재,비닐or과자봉지,비닐조각,2,2,,
3차,SY11,SY,포장재,비닐or과자봉지,비닐,1,2,,
3차,SY11,SY,포장재,비닐or과자봉지,비닐,1,2,,
3차,SY11,SY,포장재,비닐or과자봉지,비닐,1,1,,
3차,SY11,SY,포장재,비닐or과자봉지,비닐,1,1,,
3차,SY11,SY,포장재,비닐or과자봉지,비닐,1,2,,
3차,SY11,SY,기타인공물,종이,담배갑,1,1,,
3차,SY11,SY,기타플라스틱,플라스틱 조각or기타,빨대,1,2,,
3차,SY11,SY,포장재,비닐or과자봉지,비닐,1,1,,
3차,SY11,SY,포장재,비닐or과자봉지,비닐,1,1,,
3차,SY11,SY,포장재,비닐or과자봉지,비닐,1,1,,
3차,SY11,SY,포장재,비닐or과자봉지,비닐,1,1,,
3차,SY11,SY,기타플라스틱,플라스틱 조각or기타,플라스틱조각,1,1,,
3차,SY11,SY,기타플라스틱,플라스틱 조각or기타,플라스틱조각,2,2,,껌?
3차,SY11,SY,포장재,비닐or과자봉지,과자봉지,1,3,,콘칩
3차,SY11,SY,포장재,비닐or과자봉지,비닐,1,2,,
3차,SY11,SY,포장재,비닐or과자봉지,비닐,1,1,,
3차,SY11,SY,어구,밧줄or끈,로프,2,2,,
3차,SY11,SY,기타플라스틱,플라스틱 조각or기타,빨대,2,2,,
3차,SY11,SY,포장재,비닐or과자봉지,비닐,2,1,,
3차,SY11,SY,기타플라스틱,플라스틱 조각or기타,기타플라스틱,2,3,,폼류
3차,SY12,SY,기타인공물,기타,담배꽁초,1,1,,
3차,SY12,SY,어구,밧줄or끈,로프,1,5,,
3차,SY12,SY,포장재,비닐or과자봉지,비닐,2,2,,
3차,SY12,SY,포장재,비닐or과자봉지,비닐,3,2,,
3차,SY12,SY,포장재,플라스틱 음료수병,병뚜껑,1,1,,
3차,SY12,SY,포장재,비닐or과자봉지,비닐,1,2,,
3차,SY12,SY,포장재,포장용품,노끈,1,4,,
3차,SY12,SY,포장재,비닐or과자봉지,비닐,1,2,,
3차,SY12,SY,포장재,비닐or과자봉지,비닐,3,3,,
3차,SY12,SY,포장재,비닐or과자봉지,비닐,3,2,,
3차,SY12,SY,포장재,비닐or과자봉지,비닐,3,3,,
3차,SY12,SY,포장재,비닐or과자봉지,비닐,2,4,검정,
3차,SY12,SY,포장재,비닐or과자봉지,비닐,1,2,,낚시용품봉지
3차,SY13,SY,어구,밧줄or끈,로프,1,5,,
3차,SY13,SY,포장재,비닐or과자봉지,비닐,1,3,,지퍼백
3차,SY13,SY,포장재,비닐or과자봉지,비닐,2,2,,
3차,SY13,SY,기타인공물,고무,고무장갑,4,4,,
3차,SY13,SY,포장재,비닐or과자봉지,비닐,4,3,,
3차,SY13,SY,기타플라스틱,플라스틱 용기,플라스틱용기,4,3,,
3차,SY13,SY,포장재,비닐or과자봉지,비닐,4,3,,
3차,SY13,SY,어구,낚시찌,낚시찌,1,3,,
3차,SY13,SY,포장재,비닐or과자봉지,비닐,2,1,하양,
3차,SY13,SY,포장재,비닐or과자봉지,비닐,2,2,파랑,
3차,SY13,SY,어구,EPS조각,EPS조각,2,2,,
3차,SY14,SY,기타플라스틱,플라스틱 조각or기타,플라스틱조각,4,3,,
3차,SY14,SY,포장재,플라스틱 음료수병,PET병,6,4,,
3차,SY14,SY,포장재,비닐or과자봉지,비닐,2,2,,
